'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:16.324',0.030,-0.024,0.002,-0.057,-0.100,-0.020
'0:16.326',0.044,-0.016,0.023,-0.117,-0.147,-0.009
'0:16.328',0.052,-0.001,0.037,-0.144,-0.151,0.014
'0:16.330',0.045,0.030,0.055,-0.117,-0.102,0.050
'0:16.332',0.042,0.072,0.076,-0.066,-0.022,0.092
'0:16.334',0.046,0.107,0.086,-0.012,0.052,0.116
'0:16.336',0.060,0.116,0.074,0.037,0.101,0.109
'0:16.338',0.022,0.092,0.047,0.089,0.124,0.075
'0:16.340',0.016,0.052,0.018,0.131,0.130,0.036
'0:16.342',0.033,0.021,-0.006,0.139,0.114,0.013
'0:16.344',0.036,0.009,-0.011,0.100,0.070,0.008
'0:16.346',0.000,0.007,0.003,0.039,0.008,0.008
'0:16.348',-0.020,0.006,0.020,-0.002,-0.038,0.005
'0:16.350',-0.013,0.004,0.023,-0.008,-0.052,0.004
'0:16.352',-0.041,0.003,0.010,0.002,-0.045,0.002
'0:16.354',-0.025,-0.003,-0.006,0.007,-0.037,-0.010
'0:16.356',-0.018,-0.015,-0.020,0.004,-0.037,-0.025
'0:16.358',-0.019,-0.029,-0.030,0.003,-0.040,-0.036
'0:16.360',-0.027,-0.035,-0.031,0.006,-0.041,-0.036
'0:16.362',-0.042,-0.036,-0.028,0.016,-0.039,-0.033
'0:16.364',-0.046,-0.035,-0.026,0.028,-0.034,-0.034
'0:16.366',-0.051,-0.035,-0.024,0.035,-0.029,-0.035
'0:16.368',-0.053,-0.030,-0.026,0.027,-0.025,-0.029
'0:16.370',-0.060,-0.021,-0.035,0.015,-0.022,-0.017
'0:16.372',-0.054,-0.014,-0.044,0.016,-0.015,-0.012
'0:16.374',-0.078,-0.015,-0.050,0.028,-0.009,-0.019
'0:16.376',-0.084,-0.025,-0.060,0.032,-0.011,-0.029
'0:16.378',-0.063,-0.031,-0.076,0.020,-0.021,-0.033
'0:16.380',-0.057,-0.031,-0.084,-0.005,-0.034,-0.026
'0:16.382',-0.057,-0.021,-0.068,-0.024,-0.042,-0.013
'0:16.384',-0.048,-0.007,-0.039,-0.031,-0.043,-0.001
'0:16.386',-0.039,0.004,-0.012,-0.027,-0.041,0.006
'0:16.388',-0.033,0.011,0.003,-0.021,-0.035,0.014
'0:16.390',-0.033,0.018,0.011,-0.016,-0.027,0.020
'0:16.392',-0.019,0.022,0.013,-0.014,-0.013,0.023
'0:16.394',-0.013,0.023,0.009,-0.014,-0.002,0.023
'0:16.396',-0.007,0.022,0.000,-0.019,-0.006,0.020
'0:16.398',-0.014,0.020,-0.009,-0.026,-0.022,0.017
'0:16.400',-0.027,0.015,-0.010,-0.033,-0.042,0.010
'0:16.402',-0.033,0.006,-0.005,-0.034,-0.053,-0.001
'0:16.404',-0.052,-0.004,-0.003,-0.031,-0.052,-0.012
'0:16.406',-0.065,-0.016,-0.010,-0.024,-0.045,-0.022
'0:16.408',-0.081,-0.024,-0.028,-0.015,-0.036,-0.028
'0:16.410',-0.110,-0.028,-0.052,-0.006,-0.027,-0.029
'0:16.412',-0.105,-0.029,-0.085,-0.006,-0.021,-0.026
'0:16.414',-0.099,-0.026,-0.110,-0.016,-0.021,-0.023
'0:16.416',-0.102,-0.020,-0.116,-0.027,-0.024,-0.017
'0:16.418',-0.129,-0.012,-0.102,-0.034,-0.027,-0.013
'0:16.420',-0.130,-0.011,-0.086,-0.034,-0.026,-0.011
'0:16.422',-0.122,-0.018,-0.082,-0.029,-0.028,-0.020
'0:16.424',-0.116,-0.028,-0.083,-0.023,-0.034,-0.030
'0:16.426',-0.119,-0.034,-0.080,-0.021,-0.040,-0.035
'0:16.428',-0.103,-0.029,-0.072,-0.034,-0.043,-0.029
'0:16.430',-0.092,-0.021,-0.070,-0.054,-0.044,-0.019
'0:16.432',-0.085,-0.016,-0.070,-0.065,-0.045,-0.017
'0:16.434',-0.114,-0.022,-0.066,-0.057,-0.045,-0.025
'0:16.436',-0.114,-0.032,-0.068,-0.037,-0.039,-0.034
'0:16.438',-0.083,-0.039,-0.076,-0.022,-0.029,-0.039
'0:16.440',-0.086,-0.039,-0.081,-0.018,-0.022,-0.038
'0:16.442',-0.097,-0.035,-0.069,-0.020,-0.022,-0.033
'0:16.444',-0.084,-0.028,-0.051,-0.022,-0.031,-0.025
'0:16.446',-0.085,-0.020,-0.042,-0.027,-0.044,-0.018
'0:16.448',-0.078,-0.013,-0.041,-0.039,-0.051,-0.011
'0:16.450',-0.073,-0.008,-0.038,-0.047,-0.051,-0.007
'0:16.452',-0.081,-0.006,-0.033,-0.045,-0.050,-0.008
'0:16.454',-0.079,-0.008,-0.031,-0.037,-0.050,-0.010
'0:16.456',-0.082,-0.012,-0.038,-0.028,-0.047,-0.014
'0:16.458',-0.092,-0.016,-0.056,-0.018,-0.041,-0.021
'0:16.460',-0.092,-0.026,-0.070,-0.012,-0.037,-0.031
'0:16.462',-0.096,-0.036,-0.070,-0.017,-0.042,-0.038
'0:16.464',-0.131,-0.041,-0.063,-0.033,-0.049,-0.043
'0:16.466',-0.140,-0.044,-0.070,-0.049,-0.056,-0.049
'0:16.468',-0.133,-0.053,-0.093,-0.057,-0.060,-0.062
'0:16.470',-0.144,-0.070,-0.119,-0.054,-0.055,-0.077
'0:16.472',-0.133,-0.083,-0.126,-0.040,-0.042,-0.085
'0:16.474',-0.132,-0.087,-0.111,-0.026,-0.031,-0.083
'0:16.476',-0.147,-0.082,-0.090,-0.021,-0.027,-0.080
'0:16.478',-0.147,-0.077,-0.083,-0.025,-0.031,-0.080
'0:16.480',-0.184,-0.081,-0.094,-0.032,-0.035,-0.085
'0:16.482',-0.163,-0.087,-0.117,-0.037,-0.039,-0.086
'0:16.484',-0.140,-0.087,-0.136,-0.044,-0.041,-0.082
'0:16.486',-0.129,-0.078,-0.139,-0.049,-0.045,-0.075
'0:16.488',-0.150,-0.066,-0.122,-0.057,-0.049,-0.064
'0:16.490',-0.143,-0.059,-0.099,-0.060,-0.047,-0.057
'0:16.492',-0.145,-0.056,-0.086,-0.057,-0.040,-0.056
'0:16.494',-0.126,-0.059,-0.084,-0.053,-0.036,-0.058
'0:16.496',-0.116,-0.060,-0.080,-0.062,-0.042,-0.059
'0:16.498',-0.097,-0.058,-0.068,-0.082,-0.059,-0.057
'0:16.500',-0.106,-0.056,-0.051,-0.097,-0.071,-0.056
'0:16.502',-0.108,-0.057,-0.043,-0.091,-0.073,-0.060
'0:16.504',-0.099,-0.064,-0.054,-0.069,-0.067,-0.068
'0:16.506',-0.086,-0.070,-0.074,-0.046,-0.056,-0.068
'0:16.508',-0.079,-0.064,-0.075,-0.034,-0.039,-0.052
'0:16.510',-0.066,-0.041,-0.052,-0.026,-0.014,-0.028
'0:16.512',-0.074,-0.019,-0.028,-0.021,0.007,-0.011
'0:16.514',-0.063,-0.007,-0.011,-0.025,0.007,-0.004
'0:16.516',-0.078,-0.005,-0.004,-0.042,-0.013,-0.006
'0:16.518',-0.077,-0.009,-0.005,-0.057,-0.037,-0.013
'0:16.520',-0.053,-0.017,-0.014,-0.060,-0.046,-0.022
'0:16.522',-0.054,-0.026,-0.023,-0.065,-0.041,-0.030
'0:16.524',-0.057,-0.033,-0.031,-0.079,-0.044,-0.034
'0:16.526',-0.070,-0.038,-0.034,-0.102,-0.060,-0.038
'0:16.528',-0.072,-0.041,-0.032,-0.124,-0.084,-0.041
'0:16.530',-0.086,-0.046,-0.028,-0.131,-0.098,-0.049
'0:16.532',-0.096,-0.053,-0.030,-0.120,-0.100,-0.061
'0:16.534',-0.096,-0.067,-0.042,-0.105,-0.100,-0.076
'0:16.536',-0.121,-0.084,-0.059,-0.096,-0.102,-0.092
'0:16.538',-0.107,-0.101,-0.075,-0.094,-0.105,-0.107
'0:16.540',-0.123,-0.115,-0.082,-0.092,-0.108,-0.121
'0:16.542',-0.130,-0.123,-0.084,-0.087,-0.111,-0.127
'0:16.544',-0.136,-0.123,-0.089,-0.081,-0.111,-0.119
'0:16.546',-0.151,-0.115,-0.101,-0.074,-0.107,-0.108
'0:16.548',-0.148,-0.106,-0.111,-0.070,-0.101,-0.100
'0:16.550',-0.141,-0.101,-0.110,-0.065,-0.093,-0.100
'0:16.552',-0.139,-0.099,-0.102,-0.060,-0.087,-0.099
'0:16.554',-0.161,-0.096,-0.093,-0.054,-0.083,-0.095
'0:16.556',-0.154,-0.093,-0.091,-0.046,-0.080,-0.095
'0:16.558',-0.168,-0.097,-0.102,-0.036,-0.078,-0.102
'0:16.560',-0.158,-0.108,-0.123,-0.034,-0.082,-0.114
'0:16.562',-0.133,-0.119,-0.136,-0.043,-0.091,-0.123
'0:16.564',-0.126,-0.121,-0.132,-0.057,-0.096,-0.118
'0:16.566',-0.113,-0.109,-0.105,-0.067,-0.095,-0.101
'0:16.568',-0.088,-0.091,-0.070,-0.069,-0.091,-0.081
'0:16.570',-0.109,-0.075,-0.035,-0.070,-0.086,-0.069
'0:16.572',-0.096,-0.067,-0.012,-0.067,-0.080,-0.065
'0:16.574',-0.073,-0.064,-0.011,-0.061,-0.067,-0.061
'0:16.576',-0.064,-0.058,-0.023,-0.065,-0.065,-0.055
'0:16.578',-0.038,-0.049,-0.033,-0.088,-0.089,-0.048
'0:16.580',-0.034,-0.044,-0.032,-0.133,-0.138,-0.046
'0:16.582',-0.025,-0.047,-0.021,-0.179,-0.185,-0.049
'0:16.584',-0.021,-0.048,-0.002,-0.198,-0.194,-0.044
'0:16.586',-0.024,-0.034,0.022,-0.182,-0.153,-0.016
'0:16.588',-0.055,0.003,0.043,-0.137,-0.077,0.023
'0:16.590',-0.078,0.037,0.046,-0.075,0.006,0.043
'0:16.592',-0.087,0.041,0.012,-0.004,0.069,0.024
'0:16.594',-0.092,0.008,-0.049,0.049,0.099,-0.015
'0:16.596',-0.083,-0.033,-0.108,0.071,0.099,-0.047
'0:16.598',-0.096,-0.060,-0.128,0.060,0.076,-0.067
'0:16.600',-0.092,-0.075,-0.110,0.030,0.030,-0.080
'0:16.602',-0.110,-0.084,-0.076,-0.013,-0.030,-0.087
'0:16.604',-0.139,-0.087,-0.047,-0.056,-0.081,-0.086
'0:16.606',-0.137,-0.083,-0.037,-0.081,-0.101,-0.080
'0:16.608',-0.121,-0.077,-0.050,-0.080,-0.091,-0.076
'0:16.610',-0.090,-0.076,-0.068,-0.067,-0.071,-0.077
'0:16.612',-0.060,-0.077,-0.077,-0.062,-0.060,-0.075
'0:16.614',-0.053,-0.068,-0.066,-0.064,-0.055,-0.062
'0:16.616',-0.065,-0.052,-0.041,-0.065,-0.049,-0.044
'0:16.618',-0.056,-0.036,-0.017,-0.060,-0.040,-0.029
'0:16.620',-0.050,-0.026,-0.006,-0.056,-0.032,-0.024
'0:16.622',-0.034,-0.024,-0.001,-0.059,-0.037,-0.025
'0:16.624',-0.017,-0.024,0.009,-0.072,-0.052,-0.023
'0:16.626',-0.026,-0.021,0.023,-0.090,-0.069,-0.020
'0:16.628',-0.029,-0.020,0.029,-0.097,-0.076,-0.021
'0:16.630',-0.023,-0.025,0.020,-0.098,-0.076,-0.030
'0:16.632',-0.042,-0.038,0.001,-0.113,-0.092,-0.047
'0:16.634',-0.069,-0.059,-0.014,-0.150,-0.130,-0.072
'0:16.636',-0.077,-0.085,-0.028,-0.188,-0.177,-0.100
'0:16.638',-0.138,-0.117,-0.051,-0.202,-0.213,-0.136
'0:16.640',-0.164,-0.156,-0.089,-0.194,-0.236,-0.178
'0:16.642',-0.221,-0.199,-0.142,-0.180,-0.255,-0.223
'0:16.644',-0.229,-0.240,-0.197,-0.163,-0.268,-0.258
'0:16.646',-0.261,-0.269,-0.242,-0.133,-0.264,-0.278
'0:16.648',-0.284,-0.283,-0.269,-0.075,-0.238,-0.284
'0:16.650',-0.268,-0.279,-0.283,0.008,-0.186,-0.270
'0:16.652',-0.239,-0.251,-0.282,0.097,-0.111,-0.225
'0:16.654',-0.198,-0.188,-0.250,0.169,-0.026,-0.146
'0:16.656',-0.136,-0.098,-0.178,0.216,0.058,-0.048
'0:16.658',-0.048,0.000,-0.084,0.250,0.142,0.046
'0:16.660',0.029,0.090,0.016,0.283,0.228,0.133
'0:16.662',0.099,0.174,0.114,0.316,0.308,0.212
'0:16.664',0.158,0.248,0.199,0.341,0.368,0.278
'0:16.666',0.229,0.302,0.261,0.341,0.396,0.319
'0:16.668',0.300,0.331,0.300,0.310,0.386,0.336
'0:16.670',0.320,0.340,0.323,0.257,0.355,0.338
'0:16.672',0.333,0.336,0.337,0.206,0.327,0.334
'0:16.674',0.348,0.331,0.349,0.174,0.308,0.329
'0:16.676',0.331,0.324,0.357,0.145,0.287,0.318
'0:16.678',0.306,0.309,0.356,0.105,0.257,0.299
'0:16.680',0.286,0.287,0.341,0.069,0.224,0.273
'0:16.682',0.260,0.259,0.314,0.054,0.196,0.241
'0:16.684',0.227,0.224,0.281,0.049,0.166,0.207
'0:16.686',0.215,0.191,0.245,0.031,0.131,0.176
'0:16.688',0.183,0.159,0.215,0.000,0.092,0.146
'0:16.690',0.116,0.130,0.191,-0.021,0.060,0.115
'0:16.692',0.055,0.098,0.157,-0.030,0.041,0.081
'0:16.694',0.065,0.068,0.098,-0.027,0.030,0.053
'0:16.696',0.047,0.044,0.037,-0.024,0.015,0.032
'0:16.698',-0.001,0.024,0.013,-0.030,-0.015,0.013
'0:16.700',-0.017,0.004,0.019,-0.041,-0.046,-0.007
'0:16.702',-0.057,-0.015,0.017,-0.043,-0.060,-0.026
'0:16.704',-0.042,-0.031,-0.007,-0.034,-0.058,-0.036
'0:16.706',-0.084,-0.039,-0.036,-0.030,-0.056,-0.039
'0:16.708',-0.070,-0.040,-0.052,-0.037,-0.060,-0.036
'0:16.710',-0.036,-0.035,-0.052,-0.045,-0.060,-0.031
'0:16.712',-0.040,-0.030,-0.042,-0.044,-0.053,-0.027
'0:16.714',-0.047,-0.028,-0.028,-0.041,-0.050,-0.028
'0:16.716',-0.037,-0.029,-0.016,-0.043,-0.052,-0.028
'0:16.718',-0.019,-0.029,-0.001,-0.046,-0.053,-0.026
'0:16.720',0.001,-0.026,0.018,-0.047,-0.050,-0.023
'0:16.722',0.010,-0.023,0.037,-0.044,-0.051,-0.025
'0:16.724',0.014,-0.028,0.050,-0.043,-0.060,-0.030
'0:16.726',0.014,-0.035,0.053,-0.043,-0.067,-0.038
'0:16.728',0.005,-0.038,0.049,-0.033,-0.055,-0.039
'0:16.730',0.001,-0.037,0.037,-0.006,-0.029,-0.035
'0:16.732',0.014,-0.035,0.022,0.021,-0.007,-0.033
'0:16.734',-0.005,-0.032,0.009,0.035,-0.005,-0.031
'0:16.736',-0.034,-0.032,0.000,0.032,-0.014,-0.029
'0:16.738',-0.010,-0.031,-0.004,0.016,-0.026,-0.028
'0:16.740',-0.036,-0.028,-0.005,-0.015,-0.045,-0.025
'0:16.742',-0.060,-0.025,-0.002,-0.060,-0.078,-0.025
'0:16.744',-0.054,-0.029,-0.009,-0.095,-0.105,-0.036
'0:16.746',-0.049,-0.044,-0.026,-0.098,-0.114,-0.052
'0:16.748',-0.041,-0.058,-0.040,-0.080,-0.106,-0.061
'0:16.750',-0.046,-0.061,-0.036,-0.067,-0.099,-0.060
'0:16.752',-0.060,-0.059,-0.023,-0.069,-0.101,-0.055
'0:16.754',-0.046,-0.056,-0.017,-0.076,-0.104,-0.052
'0:16.756',-0.050,-0.051,-0.019,-0.079,-0.104,-0.051
'0:16.758',-0.058,-0.047,-0.023,-0.078,-0.102,-0.051
'0:16.760',-0.050,-0.051,-0.023,-0.077,-0.102,-0.056
'0:16.762',-0.057,-0.060,-0.025,-0.083,-0.107,-0.061
'0:16.764',-0.040,-0.065,-0.029,-0.088,-0.107,-0.064
'0:16.766',-0.052,-0.062,-0.037,-0.078,-0.096,-0.060
'0:16.768',-0.048,-0.054,-0.037,-0.059,-0.080,-0.051
'0:16.770',-0.028,-0.045,-0.028,-0.051,-0.077,-0.041
'0:16.772',-0.033,-0.037,-0.009,-0.068,-0.089,-0.034
'0:16.774',-0.037,-0.029,0.007,-0.098,-0.102,-0.025
'0:16.776',-0.031,-0.022,0.012,-0.110,-0.104,-0.021
'0:16.778',-0.046,-0.020,0.005,-0.093,-0.096,-0.021
'0:16.780',-0.038,-0.024,-0.005,-0.067,-0.090,-0.028
'0:16.782',-0.031,-0.032,-0.014,-0.060,-0.095,-0.036
'0:16.784',-0.033,-0.041,-0.024,-0.073,-0.105,-0.044
'0:16.786',-0.047,-0.046,-0.028,-0.086,-0.109,-0.048
'0:16.788',-0.066,-0.046,-0.025,-0.089,-0.108,-0.044
'0:16.790',-0.093,-0.042,-0.027,-0.090,-0.105,-0.041
'0:16.792',-0.080,-0.044,-0.043,-0.094,-0.109,-0.047
'0:16.794',-0.101,-0.057,-0.066,-0.096,-0.115,-0.064
'0:16.796',-0.105,-0.073,-0.080,-0.092,-0.116,-0.082
'0:16.798',-0.115,-0.084,-0.086,-0.083,-0.112,-0.090
'0:16.800',-0.119,-0.090,-0.095,-0.078,-0.109,-0.090
'0:16.802',-0.118,-0.092,-0.105,-0.076,-0.110,-0.089
'0:16.804',-0.129,-0.091,-0.109,-0.080,-0.114,-0.089
'0:16.806',-0.121,-0.088,-0.102,-0.087,-0.117,-0.086
'0:16.808',-0.104,-0.083,-0.090,-0.089,-0.112,-0.082
'0:16.810',-0.084,-0.079,-0.077,-0.083,-0.102,-0.077
'0:16.812',-0.103,-0.079,-0.060,-0.082,-0.095,-0.076
'0:16.814',-0.083,-0.079,-0.045,-0.093,-0.094,-0.076
'0:16.816',-0.100,-0.075,-0.041,-0.109,-0.096,-0.075
'0:16.818',-0.088,-0.071,-0.051,-0.114,-0.097,-0.069
'0:16.820',-0.085,-0.066,-0.066,-0.109,-0.095,-0.065
'0:16.822',-0.093,-0.064,-0.079,-0.101,-0.092,-0.064
'0:16.824',-0.095,-0.067,-0.086,-0.092,-0.089,-0.068
'0:16.826',-0.090,-0.073,-0.086,-0.077,-0.078,-0.076
'0:16.828',-0.096,-0.079,-0.083,-0.049,-0.059,-0.082
'0:16.830',-0.079,-0.083,-0.074,-0.027,-0.040,-0.082
'0:16.832',-0.057,-0.078,-0.056,-0.037,-0.042,-0.073
'0:16.834',-0.060,-0.065,-0.028,-0.087,-0.072,-0.056
'0:16.836',-0.064,-0.050,-0.003,-0.148,-0.117,-0.044
'0:16.838',-0.053,-0.042,0.000,-0.186,-0.154,-0.040
'0:16.840',-0.026,-0.043,-0.015,-0.184,-0.158,-0.039
'0:16.842',-0.031,-0.036,-0.026,-0.159,-0.122,-0.025
'0:16.844',-0.026,-0.012,-0.019,-0.122,-0.057,0.006
'0:16.846',-0.044,0.020,-0.010,-0.071,0.016,0.033
'0:16.848',-0.031,0.037,-0.014,-0.013,0.071,0.038
'0:16.850',-0.081,0.030,-0.026,0.027,0.095,0.020
'0:16.852',-0.079,0.007,-0.042,0.047,0.096,-0.007
'0:16.854',-0.052,-0.017,-0.059,0.057,0.088,-0.026
'0:16.856',-0.023,-0.028,-0.065,0.051,0.069,-0.026
'0:16.858',-0.029,-0.021,-0.045,0.017,0.031,-0.013
'0:16.860',-0.042,-0.006,-0.006,-0.021,-0.009,-0.001
'0:16.862',-0.039,0.001,0.023,-0.030,-0.027,0.001
'0:16.864',-0.018,-0.004,0.026,-0.014,-0.019,-0.005
'0:16.866',-0.009,-0.006,0.017,-0.004,-0.005,-0.005
'0:16.868',-0.001,-0.002,0.011,-0.005,0.007,0.003
'0:16.870',0.021,0.007,0.014,-0.002,0.017,0.012
'0:16.872',0.026,0.017,0.022,0.008,0.030,0.022
'0:16.874',0.016,0.028,0.030,0.019,0.040,0.034
'0:16.876',0.006,0.039,0.039,0.031,0.050,0.041
'0:16.878',-0.006,0.042,0.045,0.047,0.057,0.040
'0:16.880',-0.018,0.036,0.037,0.064,0.061,0.031
'0:16.882',0.001,0.023,0.016,0.068,0.057,0.019
'0:16.884',-0.004,0.011,-0.007,0.059,0.046,0.007
'0:16.886',-0.017,0.004,-0.012,0.054,0.040,0.000
'0:16.888',-0.017,0.002,-0.003,0.066,0.047,0.001
'0:16.890',-0.044,0.004,0.000,0.084,0.062,0.006
'0:16.892',-0.024,0.007,-0.007,0.091,0.074,0.010
'0:16.894',-0.043,0.011,-0.020,0.088,0.078,0.015
'0:16.896',-0.033,0.014,-0.026,0.081,0.077,0.019
'0:16.898',-0.027,0.020,-0.019,0.081,0.077,0.022
'0:16.900',-0.028,0.024,-0.007,0.092,0.081,0.024
'0:16.902',-0.021,0.028,-0.002,0.105,0.088,0.025
'0:16.904',-0.039,0.028,-0.006,0.111,0.092,0.026
'0:16.906',-0.011,0.026,-0.010,0.104,0.089,0.025
'0:16.908',-0.014,0.022,-0.005,0.092,0.081,0.020
'0:16.910',-0.020,0.016,0.004,0.088,0.073,0.013
'0:16.912',-0.001,0.012,0.009,0.091,0.076,0.013
'0:16.914',-0.010,0.018,0.006,0.092,0.087,0.025
'0:16.916',-0.005,0.033,0.007,0.080,0.089,0.041
'0:16.918',0.010,0.048,0.017,0.063,0.082,0.053
'0:16.920',-0.009,0.055,0.029,0.059,0.072,0.053
'0:16.922',0.003,0.051,0.029,0.071,0.067,0.044
'0:16.924',-0.001,0.041,0.019,0.084,0.065,0.035
'0:16.926',0.003,0.032,0.010,0.081,0.056,0.029
'0:16.928',-0.007,0.029,0.008,0.068,0.042,0.029
'0:16.930',-0.004,0.031,0.013,0.058,0.034,0.033
'0:16.932',0.004,0.036,0.012,0.062,0.041,0.039
'0:16.934',-0.017,0.041,0.005,0.068,0.049,0.042
'0:16.936',-0.013,0.043,0.002,0.062,0.041,0.041
'0:16.938',-0.022,0.037,0.005,0.042,0.017,0.031
'0:16.940',-0.027,0.023,0.004,0.023,-0.007,0.014
'0:16.942',-0.006,0.005,-0.001,0.016,-0.022,-0.005
'0:16.944',-0.072,-0.013,-0.011,0.021,-0.030,-0.022
'0:16.946',-0.073,-0.030,-0.029,0.032,-0.027,-0.034
'0:16.948',-0.069,-0.041,-0.057,0.044,-0.016,-0.040
'0:16.950',-0.068,-0.041,-0.085,0.051,-0.007,-0.039
'0:16.952',-0.091,-0.037,-0.094,0.046,-0.014,-0.039
'0:16.954',-0.111,-0.040,-0.089,0.040,-0.027,-0.045
'0:16.956',-0.113,-0.051,-0.087,0.033,-0.037,-0.056
'0:16.958',-0.090,-0.062,-0.093,0.018,-0.049,-0.064
'0:16.960',-0.131,-0.067,-0.097,-0.011,-0.067,-0.068
'0:16.962',-0.102,-0.070,-0.094,-0.040,-0.083,-0.071
'0:16.964',-0.101,-0.075,-0.091,-0.053,-0.084,-0.077
'0:16.966',-0.083,-0.079,-0.087,-0.051,-0.075,-0.079
'0:16.968',-0.097,-0.079,-0.085,-0.041,-0.067,-0.077
'0:16.970',-0.092,-0.076,-0.080,-0.034,-0.065,-0.076
'0:16.972',-0.081,-0.072,-0.075,-0.036,-0.071,-0.075
'0:16.974',-0.090,-0.073,-0.070,-0.049,-0.081,-0.078
'0:16.976',-0.094,-0.079,-0.067,-0.062,-0.091,-0.086
'0:16.978',-0.136,-0.089,-0.075,-0.060,-0.090,-0.096
'0:16.980',-0.117,-0.100,-0.100,-0.043,-0.080,-0.108
'0:16.982',-0.116,-0.111,-0.133,-0.021,-0.070,-0.118
'0:16.984',-0.099,-0.118,-0.151,-0.012,-0.061,-0.119
'0:16.986',-0.085,-0.115,-0.137,-0.015,-0.055,-0.108
'0:16.988',-0.095,-0.097,-0.099,-0.014,-0.042,-0.085
'0:16.990',-0.081,-0.073,-0.062,-0.001,-0.024,-0.060
'0:16.992',-0.065,-0.050,-0.043,0.011,-0.010,-0.039
'0:16.994',-0.051,-0.033,-0.032,0.014,-0.010,-0.026
'0:16.996',-0.028,-0.022,-0.020,0.004,-0.019,-0.021
'0:16.998',-0.008,-0.020,-0.009,-0.012,-0.031,-0.019
'0:17.000',0.015,-0.018,-0.003,-0.027,-0.038,-0.020
'0:17.002',0.013,-0.020,-0.001,-0.039,-0.041,-0.023
'0:17.004',0.010,-0.022,0.005,-0.046,-0.042,-0.025
'0:17.006',0.011,-0.026,0.014,-0.051,-0.045,-0.026
'0:17.008',0.014,-0.026,0.022,-0.053,-0.044,-0.021
'0:17.010',0.006,-0.017,0.022,-0.047,-0.039,-0.012
'0:17.012',-0.007,-0.010,0.016,-0.035,-0.031,-0.008
'0:17.014',-0.021,-0.011,0.005,-0.026,-0.029,-0.015
'0:17.016',-0.042,-0.022,-0.014,-0.029,-0.035,-0.025
'0:17.018',-0.060,-0.034,-0.039,-0.044,-0.046,-0.035
'0:17.020',-0.071,-0.043,-0.071,-0.056,-0.055,-0.046
'0:17.022',-0.074,-0.052,-0.104,-0.052,-0.056,-0.057
'0:17.024',-0.073,-0.061,-0.121,-0.033,-0.048,-0.061
'0:17.026',-0.065,-0.058,-0.111,-0.012,-0.038,-0.051
'0:17.028',-0.052,-0.043,-0.082,-0.004,-0.034,-0.035
'0:17.030',-0.035,-0.028,-0.046,-0.014,-0.039,-0.023
'0:17.032',-0.049,-0.021,-0.012,-0.036,-0.052,-0.022
'0:17.034',-0.056,-0.026,0.011,-0.063,-0.070,-0.033
'0:17.036',-0.055,-0.039,0.006,-0.082,-0.086,-0.048
'0:17.038',-0.049,-0.056,-0.030,-0.085,-0.104,-0.069
'0:17.040',-0.056,-0.077,-0.077,-0.071,-0.121,-0.091
'0:17.042',-0.075,-0.101,-0.112,-0.051,-0.133,-0.112
'0:17.044',-0.102,-0.121,-0.129,-0.023,-0.134,-0.129
'0:17.046',-0.131,-0.136,-0.138,0.017,-0.123,-0.139
'0:17.048',-0.135,-0.141,-0.152,0.067,-0.105,-0.139
'0:17.050',-0.121,-0.134,-0.166,0.124,-0.080,-0.126
'0:17.052',-0.090,-0.113,-0.158,0.185,-0.036,-0.096
'0:17.054',-0.049,-0.073,-0.117,0.255,0.035,-0.046
'0:17.056',0.001,-0.013,-0.054,0.318,0.128,0.025
'0:17.058',0.061,0.065,0.013,0.342,0.217,0.104
'0:17.060',0.096,0.141,0.077,0.316,0.273,0.172
'0:17.062',0.145,0.201,0.139,0.262,0.292,0.219
'0:17.064',0.172,0.233,0.190,0.211,0.290,0.239
'0:17.066',0.198,0.240,0.213,0.168,0.278,0.239
'0:17.068',0.206,0.229,0.209,0.128,0.246,0.221
'0:17.070',0.199,0.207,0.187,0.086,0.194,0.193
'0:17.072',0.175,0.180,0.159,0.053,0.144,0.162
'0:17.074',0.194,0.149,0.138,0.031,0.109,0.133
'0:17.076',0.137,0.121,0.124,0.011,0.081,0.107
'0:17.078',0.114,0.094,0.113,-0.021,0.042,0.077
'0:17.080',0.077,0.059,0.096,-0.076,-0.015,0.038
'0:17.082',0.075,0.017,0.069,-0.145,-0.078,-0.006
'0:17.084',0.076,-0.025,0.046,-0.208,-0.127,-0.043
'0:17.086',0.085,-0.054,0.041,-0.251,-0.157,-0.063
'0:17.088',0.088,-0.068,0.051,-0.283,-0.182,-0.069
'0:17.090',0.095,-0.069,0.068,-0.328,-0.224,-0.068
'0:17.092',0.098,-0.069,0.082,-0.388,-0.283,-0.072
'0:17.094',0.106,-0.077,0.093,-0.448,-0.341,-0.082
'0:17.096',0.129,-0.087,0.103,-0.490,-0.375,-0.089
'0:17.098',0.129,-0.086,0.115,-0.497,-0.362,-0.076
'0:17.100',0.113,-0.062,0.125,-0.465,-0.298,-0.044
'0:17.102',0.089,-0.029,0.115,-0.397,-0.208,-0.016
'0:17.104',0.096,-0.012,0.082,-0.313,-0.124,-0.014
'0:17.106',0.101,-0.022,0.045,-0.237,-0.067,-0.032
'0:17.108',0.076,-0.043,0.028,-0.195,-0.050,-0.054
