'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:08.342',3.565,0.041,1.499,0.574,-0.475,0.031
'0:08.344',3.474,0.023,1.462,0.454,-0.488,0.020
'0:08.346',3.526,0.025,1.276,0.445,-0.455,0.046
'0:08.348',3.674,0.079,1.076,0.478,-0.382,0.123
'0:08.350',3.720,0.168,1.022,0.540,-0.306,0.207
'0:08.352',3.577,0.235,1.142,0.609,-0.260,0.243
'0:08.354',3.468,0.235,1.291,0.656,-0.251,0.213
'0:08.356',3.426,0.181,1.316,0.692,-0.275,0.147
'0:08.358',3.401,0.108,1.240,0.701,-0.343,0.067
'0:08.360',3.387,0.021,1.182,0.621,-0.458,-0.028
'0:08.362',3.449,-0.072,1.174,0.452,-0.574,-0.105
'0:08.364',3.392,-0.119,1.161,0.291,-0.625,-0.114
'0:08.366',3.245,-0.099,1.102,0.199,-0.626,-0.082
'0:08.368',3.028,-0.084,0.986,0.127,-0.661,-0.117
'0:08.370',2.881,-0.186,0.816,0.017,-0.786,-0.289
'0:08.372',2.807,-0.412,0.616,-0.134,-0.978,-0.541
'0:08.374',2.786,-0.658,0.424,-0.272,-1.170,-0.752
'0:08.376',2.689,-0.816,0.287,-0.327,-1.291,-0.845
'0:08.378',2.663,-0.843,0.254,-0.262,-1.296,-0.811
'0:08.380',2.674,-0.762,0.334,-0.122,-1.211,-0.701
'0:08.382',2.667,-0.643,0.473,-0.005,-1.110,-0.586
'0:08.384',2.727,-0.541,0.601,0.052,-1.045,-0.503
'0:08.386',2.784,-0.476,0.684,0.072,-1.017,-0.454
'0:08.388',2.812,-0.440,0.725,0.086,-1.008,-0.433
'0:08.390',2.901,-0.433,0.731,0.100,-1.012,-0.439
'0:08.392',2.980,-0.450,0.726,0.110,-1.020,-0.462
'0:08.394',2.965,-0.474,0.725,0.098,-1.027,-0.485
'0:08.396',2.937,-0.494,0.723,0.054,-1.036,-0.502
'0:08.398',2.925,-0.509,0.721,-0.003,-1.061,-0.516
'0:08.400',2.908,-0.519,0.726,-0.034,-1.092,-0.522
'0:08.402',2.872,-0.518,0.746,-0.032,-1.108,-0.511
'0:08.404',2.852,-0.501,0.763,-0.017,-1.100,-0.491
'0:08.406',2.849,-0.481,0.760,0.009,-1.075,-0.472
'0:08.408',2.826,-0.465,0.736,0.052,-1.051,-0.461
'0:08.410',2.851,-0.458,0.709,0.096,-1.037,-0.457
'0:08.412',2.854,-0.458,0.699,0.101,-1.036,-0.460
'0:08.414',2.860,-0.463,0.714,0.068,-1.034,-0.463
'0:08.416',2.847,-0.461,0.740,0.029,-1.030,-0.458
'0:08.418',2.850,-0.450,0.758,0.006,-1.030,-0.443
'0:08.420',2.867,-0.436,0.771,-0.007,-1.042,-0.431
'0:08.422',2.864,-0.430,0.795,-0.020,-1.061,-0.431
'0:08.424',2.850,-0.438,0.823,-0.029,-1.082,-0.446
'0:08.426',2.894,-0.455,0.835,-0.029,-1.097,-0.462
'0:08.428',2.879,-0.466,0.828,-0.018,-1.096,-0.467
'0:08.430',2.862,-0.462,0.821,-0.012,-1.076,-0.454
'0:08.432',2.854,-0.446,0.825,-0.025,-1.053,-0.438
'0:08.434',2.857,-0.435,0.825,-0.047,-1.047,-0.436
'0:08.436',2.850,-0.443,0.819,-0.062,-1.063,-0.451
'0:08.438',2.826,-0.459,0.814,-0.069,-1.090,-0.466
'0:08.440',2.812,-0.471,0.817,-0.081,-1.113,-0.473
'0:08.442',2.826,-0.474,0.824,-0.096,-1.126,-0.471
'0:08.444',2.837,-0.467,0.835,-0.102,-1.129,-0.461
'0:08.446',2.843,-0.456,0.850,-0.098,-1.126,-0.449
'0:08.448',2.856,-0.443,0.872,-0.090,-1.121,-0.435
'0:08.450',2.870,-0.429,0.903,-0.088,-1.111,-0.421
'0:08.452',2.873,-0.414,0.938,-0.091,-1.098,-0.406
'0:08.454',2.876,-0.401,0.964,-0.101,-1.089,-0.398
'0:08.456',2.881,-0.396,0.973,-0.119,-1.092,-0.400
'0:08.458',2.876,-0.403,0.970,-0.145,-1.110,-0.411
'0:08.460',2.861,-0.420,0.961,-0.172,-1.133,-0.427
'0:08.462',2.850,-0.436,0.954,-0.206,-1.154,-0.443
'0:08.464',2.840,-0.452,0.946,-0.248,-1.168,-0.456
'0:08.466',2.823,-0.460,0.935,-0.287,-1.172,-0.462
'0:08.468',2.801,-0.461,0.929,-0.312,-1.175,-0.460
'0:08.470',2.782,-0.458,0.930,-0.323,-1.180,-0.454
'0:08.472',2.784,-0.455,0.933,-0.326,-1.185,-0.450
'0:08.474',2.772,-0.451,0.940,-0.325,-1.186,-0.449
'0:08.476',2.753,-0.448,0.948,-0.324,-1.191,-0.449
'0:08.478',2.727,-0.450,0.952,-0.331,-1.204,-0.454
'0:08.480',2.703,-0.460,0.943,-0.336,-1.227,-0.468
'0:08.482',2.703,-0.481,0.920,-0.336,-1.253,-0.491
'0:08.484',2.659,-0.505,0.893,-0.344,-1.283,-0.516
'0:08.486',2.646,-0.523,0.869,-0.364,-1.303,-0.528
'0:08.488',2.622,-0.529,0.852,-0.377,-1.299,-0.527
'0:08.490',2.587,-0.524,0.841,-0.371,-1.276,-0.522
'0:08.492',2.573,-0.522,0.836,-0.358,-1.260,-0.524
'0:08.494',2.553,-0.527,0.832,-0.361,-1.270,-0.532
'0:08.496',2.521,-0.535,0.830,-0.388,-1.294,-0.536
'0:08.498',2.531,-0.538,0.826,-0.379,-1.314,-0.537
'0:08.500',2.563,-0.536,0.821,-0.250,-1.326,-0.533
'0:08.502',2.571,-0.531,0.834,-0.018,-1.341,-0.529
'0:08.504',2.565,-0.530,0.882,0.134,-1.362,-0.532
'0:08.506',2.493,-0.541,0.942,0.025,-1.379,-0.551
'0:08.508',2.446,-0.564,0.961,-0.311,-1.378,-0.574
'0:08.510',2.246,-0.582,0.898,-0.627,-1.363,-0.586
'0:08.512',2.261,-0.588,0.738,-0.699,-1.356,-0.588
'0:08.514',2.268,-0.588,0.537,-0.560,-1.353,-0.590
'0:08.516',2.243,-0.591,0.411,-0.405,-1.348,-0.593
'0:08.518',2.237,-0.592,0.433,-0.346,-1.333,-0.588
'0:08.520',2.143,-0.575,0.546,-0.328,-1.303,-0.563
'0:08.522',2.115,-0.545,0.649,-0.283,-1.265,-0.533
'0:08.524',2.058,-0.523,0.698,-0.229,-1.248,-0.523
'0:08.526',2.018,-0.531,0.691,-0.218,-1.261,-0.544
'0:08.528',2.067,-0.558,0.636,-0.237,-1.283,-0.569
'0:08.530',2.132,-0.576,0.564,-0.243,-1.293,-0.578
'0:08.532',2.086,-0.580,0.513,-0.215,-1.294,-0.577
'0:08.534',1.973,-0.581,0.488,-0.184,-1.304,-0.583
'0:08.536',1.928,-0.590,0.468,-0.195,-1.328,-0.601
'0:08.538',1.941,-0.612,0.435,-0.261,-1.366,-0.629
'0:08.540',1.869,-0.643,0.403,-0.329,-1.397,-0.651
'0:08.542',1.959,-0.651,0.405,-0.322,-1.381,-0.636
'0:08.544',2.110,-0.609,0.463,-0.193,-1.310,-0.569
'0:08.546',2.095,-0.527,0.606,0.048,-1.229,-0.489
'0:08.548',2.120,-0.463,0.811,0.304,-1.198,-0.453
'0:08.550',1.970,-0.467,0.960,0.428,-1.244,-0.501
'0:08.552',1.821,-0.559,0.914,0.327,-1.349,-0.626
'0:08.554',2.154,-0.699,0.676,0.093,-1.439,-0.758
'0:08.556',2.148,-0.788,0.448,-0.054,-1.408,-0.785
'0:08.558',2.116,-0.737,0.460,-0.023,-1.236,-0.662
'0:08.560',2.029,-0.566,0.672,0.021,-1.039,-0.475
'0:08.562',1.797,-0.400,0.819,-0.103,-0.959,-0.355
'0:08.564',1.684,-0.346,0.751,-0.352,-1.037,-0.369
'0:08.566',1.622,-0.422,0.549,-0.559,-1.214,-0.497
'0:08.568',1.565,-0.586,0.370,-0.653,-1.420,-0.689
'0:08.570',1.551,-0.795,0.282,-0.686,-1.624,-0.909
'0:08.572',1.415,-1.019,0.226,-0.728,-1.808,-1.125
'0:08.574',1.109,-1.213,0.093,-0.805,-1.932,-1.278
'0:08.576',1.002,-1.313,-0.126,-0.883,-1.953,-1.313
'0:08.578',0.925,-1.285,-0.323,-0.918,-1.873,-1.232
'0:08.580',1.043,-1.172,-0.395,-0.897,-1.754,-1.107
'0:08.582',0.986,-1.056,-0.332,-0.839,-1.666,-1.015
'0:08.584',0.951,-0.993,-0.205,-0.755,-1.629,-0.977
'0:08.586',0.942,-0.972,-0.095,-0.648,-1.619,-0.965
'0:08.588',0.932,-0.955,-0.038,-0.539,-1.605,-0.937
'0:08.590',1.086,-0.911,-0.002,-0.460,-1.575,-0.883
'0:08.592',1.196,-0.855,0.044,-0.426,-1.544,-0.833
'0:08.594',1.203,-0.815,0.094,-0.424,-1.538,-0.808
'0:08.596',1.211,-0.806,0.124,-0.437,-1.551,-0.808
'0:08.598',1.194,-0.813,0.136,-0.452,-1.557,-0.820
'0:08.600',1.154,-0.826,0.139,-0.470,-1.555,-0.836
'0:08.602',1.159,-0.846,0.137,-0.484,-1.564,-0.857
'0:08.604',1.161,-0.870,0.126,-0.499,-1.593,-0.882
'0:08.606',1.109,-0.894,0.114,-0.517,-1.625,-0.906
'0:08.608',1.062,-0.919,0.104,-0.526,-1.650,-0.931
'0:08.610',1.068,-0.944,0.096,-0.514,-1.664,-0.954
'0:08.612',1.078,-0.962,0.093,-0.489,-1.667,-0.964
'0:08.614',1.070,-0.961,0.102,-0.483,-1.659,-0.952
'0:08.616',1.053,-0.939,0.123,-0.509,-1.645,-0.924
'0:08.618',1.048,-0.908,0.146,-0.555,-1.628,-0.892
'0:08.620',1.053,-0.878,0.161,-0.585,-1.608,-0.863
'0:08.622',1.045,-0.848,0.169,-0.589,-1.582,-0.832
'0:08.624',1.057,-0.815,0.173,-0.575,-1.557,-0.800
'0:08.626',1.064,-0.784,0.180,-0.554,-1.537,-0.773
'0:08.628',1.033,-0.762,0.194,-0.526,-1.522,-0.755
'0:08.630',1.017,-0.748,0.207,-0.493,-1.510,-0.746
'0:08.632',0.993,-0.746,0.207,-0.468,-1.503,-0.752
'0:08.634',0.957,-0.762,0.188,-0.466,-1.511,-0.776
'0:08.636',0.946,-0.793,0.161,-0.487,-1.532,-0.808
'0:08.638',0.918,-0.822,0.135,-0.512,-1.554,-0.833
'0:08.640',0.900,-0.837,0.118,-0.527,-1.561,-0.836
'0:08.642',0.877,-0.833,0.111,-0.535,-1.556,-0.825
'0:08.644',0.851,-0.819,0.113,-0.542,-1.550,-0.814
'0:08.646',0.823,-0.810,0.117,-0.547,-1.550,-0.808
'0:08.648',0.803,-0.804,0.122,-0.551,-1.551,-0.802
'0:08.650',0.804,-0.799,0.118,-0.554,-1.551,-0.798
'0:08.652',0.786,-0.796,0.111,-0.551,-1.550,-0.797
'0:08.654',0.788,-0.796,0.106,-0.539,-1.537,-0.796
'0:08.656',0.794,-0.793,0.110,-0.524,-1.519,-0.789
'0:08.658',0.772,-0.780,0.124,-0.505,-1.502,-0.772
'0:08.660',0.763,-0.763,0.143,-0.486,-1.488,-0.756
'0:08.662',0.762,-0.749,0.157,-0.469,-1.476,-0.746
'0:08.664',0.742,-0.744,0.161,-0.461,-1.464,-0.744
'0:08.666',0.744,-0.742,0.159,-0.462,-1.451,-0.739
'0:08.668',0.738,-0.734,0.159,-0.464,-1.430,-0.726
'0:08.670',0.731,-0.716,0.165,-0.454,-1.404,-0.705
'0:08.672',0.709,-0.692,0.171,-0.436,-1.379,-0.679
'0:08.674',0.687,-0.667,0.175,-0.420,-1.363,-0.656
'0:08.676',0.658,-0.650,0.168,-0.421,-1.361,-0.646
'0:08.678',0.634,-0.646,0.153,-0.436,-1.371,-0.649
'0:08.680',0.613,-0.655,0.136,-0.460,-1.388,-0.662
'0:08.682',0.583,-0.671,0.115,-0.479,-1.403,-0.678
'0:08.684',0.575,-0.685,0.094,-0.496,-1.411,-0.686
'0:08.686',0.577,-0.685,0.083,-0.507,-1.410,-0.677
'0:08.688',0.545,-0.669,0.094,-0.510,-1.398,-0.656
'0:08.690',0.532,-0.646,0.121,-0.503,-1.384,-0.637
'0:08.692',0.516,-0.631,0.143,-0.492,-1.371,-0.629
'0:08.694',0.496,-0.630,0.147,-0.486,-1.366,-0.634
'0:08.696',0.471,-0.638,0.136,-0.495,-1.372,-0.646
'0:08.698',0.447,-0.652,0.115,-0.517,-1.386,-0.661
'0:08.700',0.423,-0.670,0.087,-0.535,-1.402,-0.679
'0:08.702',0.405,-0.688,0.056,-0.536,-1.415,-0.697
'0:08.704',0.377,-0.704,0.029,-0.525,-1.413,-0.706
'0:08.706',0.347,-0.706,0.014,-0.523,-1.395,-0.700
'0:08.708',0.331,-0.692,0.020,-0.538,-1.374,-0.681
'0:08.710',0.301,-0.672,0.038,-0.558,-1.356,-0.664
'0:08.712',0.261,-0.658,0.051,-0.562,-1.346,-0.656
'0:08.714',0.238,-0.659,0.045,-0.554,-1.343,-0.666
'0:08.716',0.227,-0.675,0.017,-0.549,-1.348,-0.686
'0:08.718',0.210,-0.693,-0.016,-0.556,-1.355,-0.699
'0:08.720',0.201,-0.700,-0.034,-0.570,-1.354,-0.698
'0:08.722',0.184,-0.693,-0.041,-0.578,-1.340,-0.686
'0:08.724',0.159,-0.677,-0.037,-0.567,-1.314,-0.670
'0:08.726',0.133,-0.659,-0.030,-0.540,-1.281,-0.653
'0:08.728',0.109,-0.639,-0.023,-0.511,-1.248,-0.632
'0:08.730',0.111,-0.619,-0.021,-0.489,-1.218,-0.608
'0:08.732',0.109,-0.599,-0.020,-0.480,-1.196,-0.590
'0:08.734',0.106,-0.585,-0.012,-0.483,-1.187,-0.584
'0:08.736',0.086,-0.584,-0.001,-0.498,-1.188,-0.586
'0:08.738',0.070,-0.587,0.005,-0.518,-1.191,-0.589
'0:08.740',0.065,-0.590,0.000,-0.536,-1.192,-0.588
'0:08.742',0.053,-0.588,-0.010,-0.551,-1.186,-0.586
'0:08.744',0.040,-0.586,-0.017,-0.549,-1.169,-0.584
'0:08.746',0.048,-0.581,-0.014,-0.527,-1.141,-0.576
'0:08.748',0.037,-0.567,0.001,-0.491,-1.110,-0.557
'0:08.750',0.008,-0.547,0.023,-0.461,-1.087,-0.536
'0:08.752',-0.016,-0.527,0.041,-0.446,-1.078,-0.521
'0:08.754',-0.049,-0.519,0.040,-0.441,-1.081,-0.520
'0:08.756',-0.078,-0.527,0.016,-0.438,-1.087,-0.536
'0:08.758',-0.117,-0.547,-0.021,-0.444,-1.095,-0.557
'0:08.760',-0.168,-0.568,-0.067,-0.467,-1.104,-0.576
'0:08.762',-0.214,-0.584,-0.116,-0.501,-1.114,-0.590
'0:08.764',-0.253,-0.596,-0.166,-0.533,-1.121,-0.601
'0:08.766',-0.303,-0.604,-0.206,-0.545,-1.119,-0.607
'0:08.768',-0.357,-0.607,-0.226,-0.537,-1.110,-0.608
'0:08.770',-0.391,-0.608,-0.232,-0.519,-1.093,-0.608
'0:08.772',-0.440,-0.609,-0.239,-0.500,-1.080,-0.610
'0:08.774',-0.475,-0.612,-0.258,-0.491,-1.075,-0.617
'0:08.776',-0.496,-0.623,-0.288,-0.499,-1.082,-0.636
'0:08.778',-0.497,-0.648,-0.318,-0.528,-1.098,-0.662
'0:08.780',-0.511,-0.672,-0.334,-0.561,-1.103,-0.679
'0:08.782',-0.520,-0.681,-0.328,-0.565,-1.087,-0.675
'0:08.784',-0.541,-0.668,-0.312,-0.523,-1.058,-0.657
'0:08.786',-0.559,-0.646,-0.299,-0.461,-1.032,-0.637
'0:08.788',-0.559,-0.628,-0.291,-0.413,-1.014,-0.621
'0:08.790',-0.552,-0.611,-0.286,-0.387,-1.000,-0.601
'0:08.792',-0.552,-0.589,-0.272,-0.358,-0.978,-0.576
'0:08.794',-0.548,-0.564,-0.252,-0.310,-0.956,-0.554
'0:08.796',-0.570,-0.551,-0.236,-0.265,-0.945,-0.553
'0:08.798',-0.590,-0.561,-0.234,-0.258,-0.949,-0.571
'0:08.800',-0.582,-0.583,-0.244,-0.295,-0.959,-0.591
'0:08.802',-0.602,-0.597,-0.253,-0.356,-0.956,-0.599
'0:08.804',-0.639,-0.597,-0.256,-0.394,-0.934,-0.595
'0:08.806',-0.644,-0.593,-0.259,-0.390,-0.904,-0.593
'0:08.808',-0.679,-0.594,-0.275,-0.362,-0.879,-0.596
'0:08.810',-0.682,-0.595,-0.294,-0.344,-0.860,-0.594
'0:08.812',-0.706,-0.588,-0.299,-0.338,-0.846,-0.583
'0:08.814',-0.718,-0.575,-0.290,-0.342,-0.837,-0.570
'0:08.816',-0.725,-0.561,-0.277,-0.350,-0.832,-0.556
'0:08.818',-0.750,-0.547,-0.270,-0.363,-0.830,-0.543
'0:08.820',-0.772,-0.539,-0.272,-0.378,-0.833,-0.542
'0:08.822',-0.779,-0.546,-0.281,-0.391,-0.841,-0.555
'0:08.824',-0.770,-0.565,-0.292,-0.402,-0.851,-0.574
'0:08.826',-0.770,-0.579,-0.296,-0.411,-0.853,-0.581
'0:08.828',-0.778,-0.577,-0.284,-0.406,-0.846,-0.570
'0:08.830',-0.799,-0.558,-0.262,-0.377,-0.823,-0.545
'0:08.832',-0.815,-0.531,-0.242,-0.344,-0.785,-0.517
'0:08.834',-0.819,-0.506,-0.235,-0.342,-0.751,-0.499
'0:08.836',-0.845,-0.494,-0.239,-0.388,-0.736,-0.494
'0:08.838',-0.871,-0.497,-0.250,-0.451,-0.744,-0.503
'0:08.840',-0.897,-0.512,-0.269,-0.499,-0.767,-0.523
'0:08.842',-0.930,-0.538,-0.300,-0.523,-0.792,-0.553
'0:08.844',-0.966,-0.568,-0.335,-0.538,-0.812,-0.584
'0:08.846',-1.011,-0.599,-0.367,-0.547,-0.826,-0.615
'0:08.848',-1.064,-0.630,-0.394,-0.550,-0.841,-0.646
'0:08.850',-1.112,-0.660,-0.421,-0.552,-0.857,-0.675
'0:08.852',-1.129,-0.689,-0.453,-0.554,-0.869,-0.700
'0:08.854',-1.154,-0.710,-0.481,-0.559,-0.871,-0.717
'0:08.856',-1.197,-0.721,-0.493,-0.573,-0.870,-0.726
'0:08.858',-1.186,-0.731,-0.491,-0.601,-0.880,-0.738
'0:08.860',-1.201,-0.749,-0.485,-0.639,-0.893,-0.757
'0:08.862',-1.194,-0.766,-0.477,-0.677,-0.895,-0.770
'0:08.864',-1.191,-0.769,-0.460,-0.698,-0.878,-0.766
'0:08.866',-1.193,-0.756,-0.430,-0.701,-0.850,-0.750
'0:08.868',-1.188,-0.739,-0.403,-0.691,-0.821,-0.732
'0:08.870',-1.189,-0.726,-0.389,-0.681,-0.800,-0.721
'0:08.872',-1.187,-0.719,-0.389,-0.682,-0.790,-0.715
'0:08.874',-1.203,-0.715,-0.392,-0.690,-0.795,-0.715
'0:08.876',-1.231,-0.712,-0.389,-0.703,-0.807,-0.712
'0:08.878',-1.242,-0.712,-0.394,-0.727,-0.825,-0.715
'0:08.880',-1.286,-0.723,-0.416,-0.763,-0.846,-0.733
'0:08.882',-1.311,-0.745,-0.449,-0.793,-0.862,-0.757
'0:08.884',-1.328,-0.767,-0.480,-0.796,-0.868,-0.773
'0:08.886',-1.352,-0.776,-0.496,-0.776,-0.859,-0.774
'0:08.888',-1.362,-0.770,-0.494,-0.752,-0.839,-0.763
'0:08.890',-1.381,-0.759,-0.481,-0.736,-0.817,-0.755
'0:08.892',-1.430,-0.755,-0.471,-0.721,-0.802,-0.757
'0:08.894',-1.457,-0.763,-0.473,-0.716,-0.804,-0.771
'0:08.896',-1.476,-0.781,-0.495,-0.735,-0.816,-0.792
'0:08.898',-1.483,-0.806,-0.531,-0.767,-0.833,-0.818
'0:08.900',-1.501,-0.828,-0.567,-0.791,-0.842,-0.835
'0:08.902',-1.506,-0.838,-0.586,-0.801,-0.840,-0.838
'0:08.904',-1.532,-0.835,-0.585,-0.815,-0.835,-0.832
'0:08.906',-1.556,-0.828,-0.570,-0.834,-0.834,-0.824
'0:08.908',-1.572,-0.821,-0.556,-0.845,-0.832,-0.816
'0:08.910',-1.577,-0.813,-0.548,-0.830,-0.823,-0.808
'0:08.912',-1.582,-0.803,-0.546,-0.799,-0.812,-0.800
'0:08.914',-1.588,-0.798,-0.544,-0.771,-0.812,-0.799
'0:08.916',-1.593,-0.801,-0.542,-0.743,-0.825,-0.805
'0:08.918',-1.612,-0.810,-0.548,-0.715,-0.837,-0.812
'0:08.920',-1.623,-0.816,-0.559,-0.701,-0.848,-0.820
'0:08.922',-1.645,-0.824,-0.572,-0.712,-0.857,-0.829
'0:08.924',-1.677,-0.837,-0.581,-0.736,-0.869,-0.846
'0:08.926',-1.696,-0.855,-0.590,-0.757,-0.880,-0.863
'0:08.928',-1.721,-0.870,-0.602,-0.782,-0.886,-0.876
'0:08.930',-1.759,-0.878,-0.620,-0.816,-0.887,-0.879
'0:08.932',-1.804,-0.877,-0.636,-0.841,-0.887,-0.876
'0:08.934',-1.852,-0.879,-0.658,-0.848,-0.899,-0.884
'0:08.936',-1.920,-0.898,-0.695,-0.856,-0.935,-0.918
'0:08.938',-1.989,-0.947,-0.756,-0.895,-0.999,-0.983
'0:08.940',-2.056,-1.025,-0.838,-0.973,-1.087,-1.072
'0:08.942',-2.083,-1.118,-0.926,-1.077,-1.186,-1.166
'0:08.944',-2.110,-1.208,-0.993,-1.200,-1.283,-1.250
'0:08.946',-2.137,-1.288,-1.016,-1.337,-1.374,-1.319
'0:08.948',-2.156,-1.352,-0.997,-1.486,-1.461,-1.380
'0:08.950',-2.134,-1.406,-0.965,-1.633,-1.537,-1.428
'0:08.952',-2.058,-1.444,-0.926,-1.761,-1.594,-1.454
'0:08.954',-1.925,-1.453,-0.861,-1.856,-1.619,-1.441
'0:08.956',-1.755,-1.416,-0.737,-1.916,-1.603,-1.377
'0:08.958',-1.537,-1.325,-0.544,-1.939,-1.532,-1.256
'0:08.960',-1.326,-1.176,-0.290,-1.919,-1.403,-1.083
'0:08.962',-1.156,-0.983,0.002,-1.858,-1.227,-0.880
'0:08.964',-1.053,-0.775,0.286,-1.759,-1.036,-0.675
'0:08.966',-0.986,-0.585,0.496,-1.606,-0.854,-0.504
'0:08.968',-0.953,-0.435,0.570,-1.354,-0.676,-0.375
'0:08.970',-0.900,-0.323,0.503,-0.995,-0.482,-0.272
'0:08.972',-0.873,-0.218,0.366,-0.575,-0.258,-0.159
'0:08.974',-0.912,-0.090,0.253,-0.162,-0.013,-0.018
'0:08.976',-1.008,0.057,0.211,0.181,0.208,0.120
'0:08.978',-1.133,0.170,0.203,0.404,0.334,0.195
'0:08.980',-1.284,0.197,0.175,0.471,0.339,0.176
'0:08.982',-1.403,0.138,0.106,0.393,0.253,0.087
'0:08.984',-1.492,0.030,0.019,0.225,0.130,-0.032
'0:08.986',-1.551,-0.095,-0.072,0.034,-0.004,-0.164
'0:08.988',-1.603,-0.232,-0.165,-0.143,-0.144,-0.304
'0:08.990',-1.690,-0.379,-0.261,-0.291,-0.283,-0.451
'0:08.992',-1.809,-0.525,-0.357,-0.411,-0.410,-0.592
'0:08.994',-1.883,-0.657,-0.441,-0.514,-0.527,-0.719
'0:08.996',-1.937,-0.772,-0.513,-0.616,-0.637,-0.818
'0:08.998',-1.996,-0.851,-0.565,-0.715,-0.726,-0.873
'0:09.000',-2.043,-0.883,-0.596,-0.794,-0.777,-0.881
'0:09.002',-2.091,-0.873,-0.614,-0.842,-0.786,-0.861
'0:09.004',-2.109,-0.849,-0.626,-0.871,-0.768,-0.836
'0:09.006',-2.120,-0.826,-0.632,-0.892,-0.738,-0.816
'0:09.008',-2.115,-0.808,-0.633,-0.899,-0.707,-0.798
'0:09.010',-2.125,-0.789,-0.630,-0.882,-0.683,-0.779
'0:09.012',-2.151,-0.772,-0.628,-0.853,-0.669,-0.764
'0:09.014',-2.157,-0.762,-0.637,-0.833,-0.663,-0.759
'0:09.016',-2.150,-0.762,-0.655,-0.836,-0.664,-0.766
'0:09.018',-2.150,-0.771,-0.668,-0.846,-0.666,-0.773
'0:09.020',-2.152,-0.773,-0.659,-0.842,-0.665,-0.772
'0:09.022',-2.165,-0.768,-0.634,-0.816,-0.667,-0.761
'0:09.024',-2.178,-0.756,-0.612,-0.787,-0.669,-0.750
'0:09.026',-2.178,-0.743,-0.604,-0.777,-0.671,-0.736
'0:09.028',-2.198,-0.730,-0.606,-0.795,-0.666,-0.723
'0:09.030',-2.190,-0.717,-0.612,-0.824,-0.656,-0.711
'0:09.032',-2.170,-0.706,-0.618,-0.836,-0.644,-0.700
'0:09.034',-2.172,-0.695,-0.616,-0.826,-0.633,-0.687
'0:09.036',-2.197,-0.682,-0.602,-0.805,-0.627,-0.674
'0:09.038',-2.220,-0.670,-0.590,-0.793,-0.623,-0.666
'0:09.040',-2.226,-0.666,-0.588,-0.790,-0.621,-0.668
'0:09.042',-2.258,-0.674,-0.601,-0.790,-0.623,-0.680
'0:09.044',-2.259,-0.688,-0.621,-0.790,-0.620,-0.693
'0:09.046',-2.286,-0.697,-0.641,-0.797,-0.606,-0.697
'0:09.048',-2.284,-0.698,-0.658,-0.818,-0.588,-0.696
'0:09.050',-2.328,-0.696,-0.670,-0.838,-0.576,-0.696
'0:09.052',-2.337,-0.701,-0.677,-0.836,-0.575,-0.705
'0:09.054',-2.353,-0.712,-0.687,-0.805,-0.581,-0.720
'0:09.056',-2.354,-0.725,-0.694,-0.765,-0.590,-0.731
'0:09.058',-2.356,-0.731,-0.690,-0.741,-0.592,-0.732
'0:09.060',-2.361,-0.731,-0.676,-0.743,-0.588,-0.727
'0:09.062',-2.368,-0.725,-0.661,-0.762,-0.585,-0.722
'0:09.064',-2.369,-0.721,-0.650,-0.783,-0.586,-0.720
'0:09.066',-2.381,-0.715,-0.650,-0.800,-0.589,-0.715
'0:09.068',-2.381,-0.713,-0.658,-0.811,-0.590,-0.714
'0:09.070',-2.367,-0.713,-0.666,-0.804,-0.584,-0.713
'0:09.072',-2.377,-0.711,-0.669,-0.778,-0.576,-0.708
'0:09.074',-2.384,-0.703,-0.661,-0.744,-0.566,-0.696
'0:09.076',-2.371,-0.688,-0.651,-0.725,-0.560,-0.682
'0:09.078',-2.378,-0.677,-0.640,-0.731,-0.556,-0.674
'0:09.080',-2.343,-0.671,-0.622,-0.744,-0.547,-0.667
'0:09.082',-2.328,-0.661,-0.594,-0.735,-0.530,-0.652
'0:09.084',-2.303,-0.639,-0.556,-0.696,-0.504,-0.625
'0:09.086',-2.283,-0.606,-0.516,-0.651,-0.474,-0.588
'0:09.088',-2.268,-0.570,-0.479,-0.619,-0.446,-0.553
'0:09.090',-2.262,-0.538,-0.454,-0.596,-0.423,-0.526
'0:09.092',-2.258,-0.515,-0.441,-0.568,-0.406,-0.506
'0:09.094',-2.259,-0.500,-0.441,-0.535,-0.399,-0.495
'0:09.096',-2.271,-0.492,-0.453,-0.498,-0.404,-0.494
'0:09.098',-2.285,-0.498,-0.473,-0.472,-0.420,-0.506
'0:09.100',-2.297,-0.514,-0.491,-0.484,-0.441,-0.525
'0:09.102',-2.315,-0.534,-0.503,-0.533,-0.458,-0.543
'0:09.104',-2.336,-0.547,-0.506,-0.587,-0.463,-0.551
'0:09.106',-2.374,-0.551,-0.506,-0.610,-0.459,-0.549
'0:09.108',-2.394,-0.549,-0.513,-0.602,-0.453,-0.548
'0:09.110',-2.409,-0.551,-0.532,-0.599,-0.453,-0.556
'0:09.112',-2.432,-0.564,-0.556,-0.612,-0.464,-0.573
'0:09.114',-2.456,-0.583,-0.576,-0.629,-0.480,-0.593
'0:09.116',-2.458,-0.597,-0.596,-0.638,-0.490,-0.604
'0:09.118',-2.471,-0.604,-0.614,-0.642,-0.488,-0.604
