'Elapsed time','ECG','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','Abdomen_5'
'0:15.904',0.008,-0.045,-0.027,-0.048,-0.012,-0.009
'0:15.905',0.013,-0.019,-0.029,-0.063,-0.027,-0.024
'0:15.906',0.022,0.005,-0.031,-0.076,-0.041,-0.037
'0:15.907',0.023,0.024,-0.034,-0.086,-0.050,-0.046
'0:15.908',0.026,0.038,-0.034,-0.091,-0.056,-0.051
'0:15.909',0.028,0.045,-0.033,-0.093,-0.057,-0.052
'0:15.910',0.026,0.045,-0.030,-0.088,-0.052,-0.048
'0:15.911',0.032,0.037,-0.026,-0.078,-0.044,-0.040
'0:15.912',0.036,0.023,-0.023,-0.066,-0.031,-0.025
'0:15.913',0.036,0.002,-0.018,-0.051,-0.015,-0.008
'0:15.914',0.039,-0.022,-0.015,-0.035,0.002,0.013
'0:15.915',0.038,-0.047,-0.012,-0.019,0.017,0.034
'0:15.916',0.034,-0.071,-0.009,-0.006,0.031,0.052
'0:15.917',0.033,-0.091,-0.008,0.005,0.041,0.066
'0:15.918',0.032,-0.104,-0.007,0.012,0.048,0.077
'0:15.919',0.032,-0.111,-0.008,0.015,0.049,0.079
'0:15.920',0.033,-0.110,-0.009,0.012,0.046,0.076
'0:15.921',0.027,-0.101,-0.011,0.005,0.038,0.067
'0:15.922',0.024,-0.087,-0.015,-0.005,0.027,0.053
'0:15.923',0.026,-0.067,-0.017,-0.017,0.012,0.033
'0:15.924',0.022,-0.043,-0.021,-0.031,-0.004,0.013
'0:15.925',0.016,-0.018,-0.024,-0.043,-0.018,-0.008
'0:15.926',0.012,0.006,-0.026,-0.054,-0.031,-0.025
'0:15.927',0.009,0.024,-0.027,-0.062,-0.039,-0.038
'0:15.928',0.009,0.038,-0.027,-0.066,-0.044,-0.046
'0:15.929',0.006,0.045,-0.026,-0.065,-0.043,-0.047
'0:15.930',0.003,0.043,-0.024,-0.060,-0.037,-0.041
'0:15.931',0.003,0.034,-0.021,-0.051,-0.027,-0.029
'0:15.932',-0.001,0.018,-0.017,-0.040,-0.014,-0.011
'0:15.933',-0.007,-0.004,-0.015,-0.026,0.001,0.010
'0:15.934',-0.006,-0.029,-0.011,-0.012,0.016,0.033
'0:15.935',-0.004,-0.056,-0.009,0.000,0.030,0.054
'0:15.936',-0.006,-0.081,-0.008,0.010,0.041,0.073
'0:15.937',-0.008,-0.102,-0.008,0.017,0.048,0.087
'0:15.938',-0.011,-0.117,-0.009,0.021,0.050,0.095
'0:15.939',-0.012,-0.123,-0.011,0.021,0.049,0.096
'0:15.940',-0.011,-0.123,-0.014,0.016,0.041,0.090
'0:15.941',-0.012,-0.113,-0.017,0.008,0.031,0.078
'0:15.942',-0.011,-0.097,-0.019,-0.003,0.017,0.059
'0:15.943',-0.011,-0.074,-0.023,-0.017,0.002,0.038
'0:15.944',-0.016,-0.048,-0.025,-0.031,-0.014,0.015
'0:15.945',-0.019,-0.023,-0.027,-0.043,-0.028,-0.008
'0:15.946',-0.019,0.001,-0.029,-0.055,-0.041,-0.026
'0:15.947',-0.020,0.019,-0.031,-0.063,-0.049,-0.041
'0:15.948',-0.021,0.032,-0.032,-0.068,-0.054,-0.049
'0:15.949',-0.021,0.038,-0.033,-0.068,-0.053,-0.051
'0:15.950',-0.018,0.034,-0.033,-0.065,-0.049,-0.046
'0:15.951',-0.014,0.023,-0.032,-0.056,-0.041,-0.035
'0:15.952',-0.017,0.005,-0.032,-0.045,-0.029,-0.018
'0:15.953',-0.022,-0.019,-0.031,-0.032,-0.015,0.002
'0:15.954',-0.025,-0.046,-0.031,-0.018,0.000,0.024
'0:15.955',-0.027,-0.073,-0.031,-0.005,0.015,0.047
'0:15.956',-0.031,-0.100,-0.031,0.007,0.028,0.065
'0:15.957',-0.027,-0.121,-0.030,0.016,0.038,0.080
'0:15.958',-0.022,-0.135,-0.031,0.020,0.044,0.089
'0:15.959',-0.018,-0.141,-0.031,0.020,0.045,0.091
'0:15.960',-0.016,-0.137,-0.033,0.017,0.041,0.086
'0:15.961',-0.017,-0.127,-0.034,0.009,0.032,0.074
'0:15.962',-0.014,-0.108,-0.036,-0.003,0.021,0.056
'0:15.963',-0.007,-0.085,-0.037,-0.016,0.006,0.036
'0:15.964',-0.009,-0.057,-0.038,-0.029,-0.010,0.013
'0:15.965',-0.007,-0.030,-0.040,-0.043,-0.025,-0.011
'0:15.966',-0.001,-0.004,-0.041,-0.054,-0.038,-0.031
'0:15.967',-0.002,0.016,-0.043,-0.063,-0.048,-0.047
'0:15.968',-0.006,0.030,-0.044,-0.069,-0.054,-0.056
'0:15.969',-0.004,0.035,-0.044,-0.069,-0.054,-0.058
'0:15.970',-0.001,0.034,-0.043,-0.066,-0.050,-0.053
'0:15.971',-0.001,0.024,-0.041,-0.057,-0.040,-0.041
'0:15.972',-0.002,0.009,-0.038,-0.046,-0.027,-0.022
'0:15.973',-0.001,-0.012,-0.034,-0.032,-0.013,-0.001
'0:15.974',0.004,-0.035,-0.030,-0.017,0.004,0.024
'0:15.975',0.007,-0.059,-0.026,-0.003,0.019,0.047
'0:15.976',0.004,-0.081,-0.022,0.011,0.035,0.069
'0:15.977',-0.003,-0.098,-0.019,0.021,0.046,0.088
'0:15.978',-0.012,-0.111,-0.016,0.029,0.054,0.101
'0:15.979',-0.014,-0.114,-0.013,0.033,0.059,0.110
'0:15.980',-0.017,-0.111,-0.011,0.034,0.060,0.113
'0:15.981',-0.028,-0.100,-0.008,0.032,0.058,0.112
'0:15.982',-0.032,-0.080,-0.005,0.029,0.054,0.108
'0:15.983',-0.029,-0.054,0.001,0.025,0.049,0.101
'0:15.984',-0.031,-0.024,0.007,0.021,0.046,0.094
'0:15.985',-0.037,0.009,0.014,0.017,0.042,0.088
'0:15.986',-0.036,0.041,0.022,0.017,0.042,0.083
'0:15.987',-0.026,0.070,0.031,0.020,0.044,0.082
'0:15.988',-0.009,0.093,0.040,0.025,0.050,0.084
'0:15.989',0.011,0.111,0.050,0.034,0.059,0.091
'0:15.990',0.031,0.121,0.061,0.048,0.074,0.103
'0:15.991',0.056,0.126,0.075,0.064,0.091,0.118
'0:15.992',0.077,0.125,0.087,0.085,0.111,0.137
'0:15.993',0.113,0.119,0.101,0.105,0.132,0.156
'0:15.994',0.165,0.111,0.114,0.127,0.150,0.172
'0:15.995',0.222,0.102,0.126,0.146,0.166,0.183
'0:15.996',0.286,0.096,0.136,0.161,0.176,0.185
'0:15.997',0.361,0.095,0.145,0.172,0.179,0.177
'0:15.998',0.433,0.101,0.152,0.176,0.175,0.160
'0:15.999',0.511,0.115,0.158,0.174,0.164,0.129
'0:16.000',0.600,0.139,0.163,0.168,0.145,0.089
'0:16.001',0.679,0.172,0.169,0.157,0.123,0.040
'0:16.002',0.751,0.213,0.172,0.142,0.096,-0.015
'0:16.003',0.833,0.258,0.176,0.126,0.068,-0.071
'0:16.004',0.922,0.306,0.179,0.108,0.038,-0.129
'0:16.005',1.021,0.355,0.180,0.090,0.012,-0.185
'0:16.006',1.121,0.396,0.181,0.072,-0.013,-0.238
'0:16.007',1.207,0.431,0.178,0.058,-0.036,-0.286
'0:16.008',1.291,0.457,0.176,0.045,-0.057,-0.332
'0:16.009',1.378,0.474,0.171,0.032,-0.076,-0.372
'0:16.010',1.462,0.481,0.167,0.022,-0.094,-0.409
'0:16.011',1.545,0.478,0.162,0.014,-0.111,-0.443
'0:16.012',1.619,0.469,0.160,0.008,-0.126,-0.472
'0:16.013',1.685,0.455,0.156,0.003,-0.141,-0.499
'0:16.014',1.741,0.438,0.155,-0.003,-0.156,-0.521
'0:16.015',1.778,0.417,0.153,-0.007,-0.167,-0.539
'0:16.016',1.794,0.397,0.150,-0.012,-0.180,-0.555
'0:16.017',1.800,0.378,0.146,-0.019,-0.191,-0.566
'0:16.018',1.784,0.359,0.140,-0.027,-0.202,-0.574
'0:16.019',1.734,0.341,0.130,-0.037,-0.214,-0.577
'0:16.020',1.655,0.324,0.118,-0.051,-0.224,-0.576
'0:16.021',1.566,0.304,0.101,-0.068,-0.235,-0.570
'0:16.022',1.492,0.285,0.081,-0.086,-0.245,-0.559
'0:16.023',1.422,0.266,0.059,-0.107,-0.254,-0.544
'0:16.024',1.330,0.246,0.036,-0.128,-0.261,-0.523
'0:16.025',1.230,0.227,0.012,-0.150,-0.266,-0.501
'0:16.026',1.129,0.205,-0.010,-0.166,-0.268,-0.475
'0:16.027',1.025,0.182,-0.031,-0.182,-0.267,-0.447
'0:16.028',0.916,0.157,-0.051,-0.192,-0.261,-0.416
'0:16.029',0.807,0.126,-0.068,-0.196,-0.251,-0.383
'0:16.030',0.698,0.093,-0.083,-0.194,-0.236,-0.346
'0:16.031',0.587,0.055,-0.094,-0.186,-0.216,-0.304
'0:16.032',0.481,0.014,-0.102,-0.173,-0.191,-0.260
'0:16.033',0.381,-0.028,-0.107,-0.156,-0.164,-0.211
'0:16.034',0.279,-0.068,-0.109,-0.136,-0.134,-0.162
'0:16.035',0.178,-0.106,-0.108,-0.114,-0.106,-0.113
'0:16.036',0.089,-0.136,-0.104,-0.094,-0.081,-0.069
'0:16.037',0.019,-0.160,-0.100,-0.076,-0.058,-0.032
'0:16.038',-0.023,-0.175,-0.093,-0.060,-0.041,-0.003
'0:16.039',-0.041,-0.179,-0.087,-0.051,-0.029,0.015
'0:16.040',-0.049,-0.175,-0.081,-0.045,-0.024,0.022
'0:16.041',-0.052,-0.163,-0.075,-0.044,-0.025,0.019
'0:16.042',-0.049,-0.141,-0.069,-0.045,-0.028,0.009
'0:16.043',-0.045,-0.114,-0.065,-0.050,-0.035,-0.010
'0:16.044',-0.049,-0.083,-0.060,-0.054,-0.044,-0.033
'0:16.045',-0.051,-0.051,-0.054,-0.060,-0.052,-0.056
'0:16.046',-0.050,-0.023,-0.050,-0.066,-0.059,-0.078
'0:16.047',-0.044,0.001,-0.044,-0.068,-0.062,-0.093
'0:16.048',-0.037,0.018,-0.041,-0.068,-0.062,-0.100
'0:16.049',-0.036,0.027,-0.037,-0.065,-0.059,-0.097
'0:16.050',-0.037,0.025,-0.034,-0.057,-0.052,-0.083
'0:16.051',-0.034,0.016,-0.031,-0.048,-0.040,-0.057
'0:16.052',-0.034,-0.001,-0.028,-0.035,-0.025,-0.026
'0:16.053',-0.036,-0.023,-0.026,-0.020,-0.008,0.010
'0:16.054',-0.032,-0.048,-0.023,-0.005,0.009,0.046
'0:16.055',-0.030,-0.074,-0.020,0.011,0.026,0.076
'0:16.056',-0.034,-0.098,-0.017,0.023,0.039,0.101
'0:16.057',-0.040,-0.117,-0.016,0.032,0.049,0.116
'0:16.058',-0.047,-0.130,-0.015,0.037,0.054,0.121
'0:16.059',-0.047,-0.137,-0.016,0.040,0.052,0.117
'0:16.060',-0.048,-0.135,-0.017,0.036,0.046,0.106
'0:16.061',-0.051,-0.125,-0.020,0.027,0.035,0.088
'0:16.062',-0.053,-0.109,-0.022,0.016,0.021,0.065
'0:16.063',-0.049,-0.088,-0.025,0.003,0.005,0.041
'0:16.064',-0.051,-0.064,-0.026,-0.011,-0.011,0.019
'0:16.065',-0.053,-0.039,-0.029,-0.025,-0.024,0.000
'0:16.066',-0.056,-0.014,-0.029,-0.036,-0.035,-0.014
'0:16.067',-0.059,0.006,-0.030,-0.043,-0.041,-0.021
'0:16.068',-0.056,0.020,-0.031,-0.048,-0.043,-0.024
'0:16.069',-0.051,0.027,-0.030,-0.048,-0.041,-0.022
'0:16.070',-0.051,0.027,-0.029,-0.045,-0.036,-0.016
'0:16.071',-0.057,0.019,-0.027,-0.036,-0.027,-0.006
'0:16.072',-0.064,0.004,-0.025,-0.025,-0.015,0.010
'0:16.073',-0.066,-0.017,-0.023,-0.011,-0.001,0.028
'0:16.074',-0.063,-0.041,-0.021,0.003,0.013,0.047
'0:16.075',-0.061,-0.067,-0.018,0.017,0.027,0.066
'0:16.076',-0.061,-0.092,-0.016,0.028,0.040,0.083
'0:16.077',-0.062,-0.113,-0.015,0.036,0.049,0.097
'0:16.078',-0.061,-0.127,-0.015,0.040,0.054,0.104
'0:16.079',-0.057,-0.134,-0.015,0.040,0.054,0.104
'0:16.080',-0.052,-0.133,-0.017,0.036,0.049,0.098
'0:16.081',-0.053,-0.124,-0.018,0.027,0.041,0.085
'0:16.082',-0.052,-0.107,-0.021,0.016,0.029,0.068
'0:16.083',-0.047,-0.085,-0.023,0.001,0.013,0.047
'0:16.084',-0.042,-0.059,-0.024,-0.012,-0.002,0.025
'0:16.085',-0.039,-0.032,-0.025,-0.026,-0.016,0.004
'0:16.086',-0.036,-0.007,-0.025,-0.037,-0.029,-0.013
'0:16.087',-0.027,0.013,-0.026,-0.046,-0.037,-0.026
'0:16.088',-0.022,0.026,-0.026,-0.052,-0.042,-0.034
'0:16.089',-0.024,0.032,-0.025,-0.053,-0.041,-0.035
'0:16.090',-0.026,0.031,-0.023,-0.051,-0.036,-0.029
'0:16.091',-0.018,0.021,-0.021,-0.044,-0.027,-0.017
'0:16.092',-0.013,0.005,-0.018,-0.034,-0.015,0.000
'0:16.093',-0.016,-0.017,-0.016,-0.021,0.000,0.022
'0:16.094',-0.019,-0.042,-0.012,-0.006,0.016,0.044
'0:16.095',-0.024,-0.067,-0.011,0.008,0.030,0.065
'0:16.096',-0.034,-0.091,-0.009,0.019,0.042,0.084
'0:16.097',-0.040,-0.112,-0.009,0.028,0.052,0.097
'0:16.098',-0.044,-0.125,-0.009,0.032,0.058,0.104
'0:16.099',-0.047,-0.131,-0.010,0.033,0.057,0.104
'0:16.100',-0.054,-0.129,-0.012,0.028,0.052,0.096
'0:16.101',-0.062,-0.120,-0.014,0.021,0.043,0.083
'0:16.102',-0.061,-0.104,-0.016,0.009,0.030,0.064
'0:16.103',-0.059,-0.082,-0.018,-0.005,0.015,0.041
'0:16.104',-0.070,-0.057,-0.021,-0.018,-0.001,0.018
'0:16.105',-0.078,-0.031,-0.023,-0.032,-0.016,-0.004
'0:16.106',-0.079,-0.006,-0.025,-0.043,-0.029,-0.021
'0:16.107',-0.083,0.014,-0.026,-0.051,-0.038,-0.035
'0:16.108',-0.085,0.029,-0.026,-0.055,-0.042,-0.039
'0:16.109',-0.087,0.036,-0.026,-0.055,-0.041,-0.036
'0:16.110',-0.082,0.038,-0.024,-0.048,-0.035,-0.026
'0:16.111',-0.072,0.030,-0.021,-0.038,-0.025,-0.011
'0:16.112',-0.072,0.016,-0.017,-0.025,-0.011,0.008
'0:16.113',-0.070,-0.004,-0.013,-0.009,0.006,0.029
'0:16.114',-0.059,-0.027,-0.011,0.006,0.023,0.053
'0:16.115',-0.056,-0.052,-0.008,0.022,0.038,0.074
'0:16.116',-0.059,-0.075,-0.005,0.034,0.051,0.094
'0:16.117',-0.053,-0.095,-0.004,0.045,0.060,0.108
'0:16.118',-0.047,-0.109,-0.002,0.050,0.066,0.117
'0:16.119',-0.046,-0.115,-0.002,0.051,0.066,0.118
'0:16.120',-0.046,-0.114,-0.002,0.048,0.060,0.113
'0:16.121',-0.048,-0.105,-0.004,0.040,0.051,0.100
'0:16.122',-0.048,-0.089,-0.006,0.028,0.039,0.082
'0:16.123',-0.050,-0.067,-0.008,0.014,0.025,0.060
'0:16.124',-0.059,-0.041,-0.010,0.000,0.009,0.036
'0:16.125',-0.063,-0.016,-0.012,-0.014,-0.006,0.014
'0:16.126',-0.060,0.009,-0.013,-0.025,-0.018,-0.006
'0:16.127',-0.063,0.027,-0.015,-0.033,-0.027,-0.020
'0:16.128',-0.071,0.042,-0.016,-0.037,-0.033,-0.030
'0:16.129',-0.082,0.047,-0.016,-0.037,-0.034,-0.033
'0:16.130',-0.087,0.045,-0.015,-0.032,-0.030,-0.029
'0:16.131',-0.090,0.034,-0.012,-0.024,-0.021,-0.019
'0:16.132',-0.097,0.017,-0.009,-0.011,-0.009,-0.004
'0:16.133',-0.105,-0.004,-0.006,0.003,0.006,0.016
'0:16.134',-0.102,-0.030,-0.003,0.019,0.022,0.038
'0:16.135',-0.100,-0.053,0.000,0.034,0.037,0.060
'0:16.136',-0.102,-0.076,0.003,0.048,0.051,0.081
'0:16.137',-0.102,-0.095,0.006,0.057,0.060,0.097
'0:16.138',-0.105,-0.107,0.008,0.064,0.068,0.108
'0:16.139',-0.112,-0.112,0.008,0.066,0.068,0.111
'0:16.140',-0.117,-0.109,0.008,0.063,0.065,0.106
'0:16.141',-0.117,-0.100,0.006,0.055,0.057,0.095
'0:16.142',-0.111,-0.082,0.005,0.044,0.045,0.078
'0:16.143',-0.107,-0.061,0.002,0.029,0.031,0.058
'0:16.144',-0.117,-0.036,-0.001,0.014,0.015,0.035
'0:16.145',-0.115,-0.010,-0.004,-0.001,0.000,0.013
'0:16.146',-0.107,0.015,-0.006,-0.014,-0.013,-0.005
'0:16.147',-0.107,0.035,-0.008,-0.024,-0.022,-0.018
'0:16.148',-0.105,0.050,-0.010,-0.030,-0.027,-0.027
'0:16.149',-0.101,0.057,-0.011,-0.032,-0.027,-0.028
'0:16.150',-0.096,0.056,-0.010,-0.028,-0.023,-0.023
'0:16.151',-0.091,0.047,-0.009,-0.020,-0.014,-0.013
'0:16.152',-0.095,0.031,-0.008,-0.008,-0.001,0.003
'0:16.153',-0.100,0.011,-0.006,0.007,0.014,0.022
'0:16.154',-0.095,-0.014,-0.002,0.023,0.031,0.043
'0:16.155',-0.091,-0.038,0.001,0.038,0.047,0.065
'0:16.156',-0.091,-0.059,0.004,0.052,0.061,0.084
'0:16.157',-0.087,-0.077,0.007,0.063,0.072,0.101
'0:16.158',-0.081,-0.087,0.009,0.070,0.078,0.111
'0:16.159',-0.074,-0.091,0.009,0.072,0.080,0.117
'0:16.160',-0.070,-0.087,0.009,0.069,0.076,0.116
'0:16.161',-0.068,-0.075,0.008,0.063,0.068,0.107
'0:16.162',-0.065,-0.058,0.005,0.052,0.054,0.092
'0:16.163',-0.059,-0.035,0.003,0.038,0.039,0.072
'0:16.164',-0.056,-0.010,0.000,0.024,0.023,0.049
'0:16.165',-0.052,0.016,-0.002,0.009,0.007,0.028
'0:16.166',-0.054,0.041,-0.003,-0.003,-0.006,0.008
'0:16.167',-0.062,0.060,-0.005,-0.012,-0.016,-0.009
'0:16.168',-0.060,0.074,-0.005,-0.017,-0.021,-0.018
'0:16.169',-0.058,0.081,-0.005,-0.019,-0.021,-0.021
'0:16.170',-0.057,0.080,-0.004,-0.014,-0.017,-0.016
'0:16.171',-0.052,0.071,-0.002,-0.006,-0.007,-0.005
'0:16.172',-0.048,0.056,0.001,0.006,0.005,0.012
'0:16.173',-0.047,0.035,0.003,0.020,0.020,0.033
'0:16.174',-0.045,0.011,0.005,0.034,0.035,0.055
'0:16.175',-0.041,-0.015,0.006,0.049,0.049,0.075
'0:16.176',-0.040,-0.038,0.008,0.060,0.060,0.092
'0:16.177',-0.039,-0.058,0.009,0.069,0.067,0.104
'0:16.178',-0.039,-0.072,0.009,0.073,0.069,0.109
'0:16.179',-0.038,-0.078,0.009,0.072,0.068,0.106
'0:16.180',-0.040,-0.076,0.008,0.069,0.060,0.095
'0:16.181',-0.047,-0.066,0.007,0.061,0.051,0.076
'0:16.182',-0.047,-0.050,0.006,0.050,0.038,0.052
'0:16.183',-0.042,-0.026,0.006,0.037,0.023,0.022
'0:16.184',-0.041,0.001,0.006,0.023,0.009,-0.006
'0:16.185',-0.041,0.027,0.005,0.008,-0.006,-0.033
'0:16.186',-0.041,0.052,0.005,-0.005,-0.017,-0.053
'0:16.187',-0.036,0.074,0.004,-0.014,-0.025,-0.064
'0:16.188',-0.025,0.088,0.004,-0.021,-0.029,-0.066
'0:16.189',-0.021,0.096,0.004,-0.023,-0.027,-0.059
'0:16.190',-0.027,0.094,0.005,-0.021,-0.023,-0.044
'0:16.191',-0.032,0.085,0.006,-0.014,-0.014,-0.026
'0:16.192',-0.032,0.069,0.007,-0.005,-0.003,-0.006
'0:16.193',-0.024,0.047,0.009,0.008,0.011,0.016
'0:16.194',-0.014,0.023,0.011,0.020,0.025,0.037
'0:16.195',-0.014,-0.004,0.012,0.034,0.037,0.058
'0:16.196',-0.019,-0.027,0.013,0.045,0.048,0.074
'0:16.197',-0.016,-0.046,0.012,0.052,0.056,0.086
'0:16.198',-0.011,-0.060,0.013,0.058,0.059,0.092
'0:16.199',-0.003,-0.065,0.012,0.060,0.058,0.090
'0:16.200',0.006,-0.063,0.011,0.056,0.052,0.079
'0:16.201',0.008,-0.052,0.008,0.049,0.042,0.061
'0:16.202',0.011,-0.034,0.006,0.037,0.027,0.038
'0:16.203',0.018,-0.011,0.004,0.025,0.013,0.011
'0:16.204',0.022,0.016,0.001,0.010,-0.005,-0.016
'0:16.205',0.026,0.043,-0.001,-0.005,-0.022,-0.041
'0:16.206',0.034,0.068,-0.002,-0.016,-0.035,-0.061
'0:16.207',0.036,0.090,-0.003,-0.027,-0.045,-0.074
'0:16.208',0.032,0.105,-0.004,-0.032,-0.050,-0.082
'0:16.209',0.034,0.112,-0.005,-0.034,-0.050,-0.081
'0:16.210',0.039,0.111,-0.004,-0.031,-0.045,-0.074
'0:16.211',0.047,0.102,-0.002,-0.023,-0.035,-0.061
'0:16.212',0.052,0.086,-0.001,-0.012,-0.022,-0.043
'0:16.213',0.050,0.063,0.001,0.001,-0.006,-0.021
'0:16.214',0.054,0.038,0.004,0.016,0.010,0.001
'0:16.215',0.054,0.012,0.006,0.029,0.025,0.022
'0:16.216',0.049,-0.012,0.008,0.041,0.037,0.041
'0:16.217',0.046,-0.032,0.009,0.050,0.048,0.056
'0:16.218',0.047,-0.046,0.009,0.055,0.052,0.063
'0:16.219',0.052,-0.052,0.008,0.056,0.052,0.064
'0:16.220',0.054,-0.051,0.006,0.052,0.048,0.056
'0:16.221',0.047,-0.043,0.003,0.043,0.038,0.042
'0:16.222',0.046,-0.026,-0.001,0.030,0.025,0.022
'0:16.223',0.051,-0.005,-0.005,0.016,0.009,-0.002
'0:16.224',0.047,0.019,-0.008,0.000,-0.007,-0.027
'0:16.225',0.041,0.043,-0.012,-0.016,-0.023,-0.050
'0:16.226',0.036,0.066,-0.015,-0.030,-0.037,-0.070
'0:16.227',0.036,0.083,-0.017,-0.041,-0.048,-0.085
'0:16.228',0.043,0.095,-0.019,-0.048,-0.054,-0.091
'0:16.229',0.046,0.100,-0.021,-0.050,-0.054,-0.091
'0:16.230',0.042,0.097,-0.021,-0.046,-0.051,-0.085
'0:16.231',0.046,0.087,-0.019,-0.040,-0.043,-0.072
'0:16.232',0.044,0.070,-0.017,-0.028,-0.031,-0.053
'0:16.233',0.037,0.047,-0.015,-0.013,-0.016,-0.031
'0:16.234',0.039,0.023,-0.012,0.002,0.000,-0.008
'0:16.235',0.042,-0.003,-0.010,0.017,0.016,0.016
'0:16.236',0.039,-0.027,-0.008,0.030,0.030,0.036
'0:16.237',0.039,-0.049,-0.006,0.041,0.039,0.051
'0:16.238',0.039,-0.062,-0.005,0.048,0.045,0.062
'0:16.239',0.037,-0.070,-0.003,0.049,0.047,0.066
'0:16.240',0.034,-0.070,-0.003,0.048,0.042,0.062
'0:16.241',0.030,-0.059,-0.004,0.041,0.035,0.053
'0:16.242',0.031,-0.044,-0.005,0.031,0.023,0.038
'0:16.243',0.032,-0.021,-0.006,0.017,0.008,0.021
'0:16.244',0.028,0.004,-0.008,0.004,-0.006,0.000
'0:16.245',0.026,0.031,-0.008,-0.009,-0.019,-0.019
'0:16.246',0.024,0.056,-0.009,-0.021,-0.031,-0.038
'0:16.247',0.017,0.077,-0.009,-0.030,-0.039,-0.051
'0:16.248',0.011,0.091,-0.008,-0.034,-0.042,-0.059
'0:16.249',0.004,0.098,-0.008,-0.034,-0.041,-0.060
'0:16.250',-0.004,0.096,-0.006,-0.030,-0.036,-0.053
'0:16.251',-0.006,0.086,-0.005,-0.021,-0.026,-0.041
'0:16.252',-0.012,0.070,-0.002,-0.008,-0.012,-0.023
'0:16.253',-0.020,0.047,-0.001,0.006,0.004,-0.002
'0:16.254',-0.021,0.023,0.001,0.021,0.019,0.021
'0:16.255',-0.021,-0.004,0.004,0.036,0.036,0.044
'0:16.256',-0.026,-0.030,0.005,0.048,0.048,0.063
'0:16.257',-0.029,-0.050,0.007,0.057,0.058,0.079
'0:16.258',-0.034,-0.063,0.007,0.065,0.065,0.090
'0:16.259',-0.036,-0.071,0.006,0.066,0.066,0.094
'0:16.260',-0.038,-0.070,0.005,0.064,0.062,0.092
'0:16.261',-0.043,-0.061,0.002,0.058,0.054,0.083
'0:16.262',-0.044,-0.045,0.001,0.049,0.042,0.067
'0:16.263',-0.044,-0.023,-0.001,0.038,0.028,0.049
'0:16.264',-0.043,0.003,-0.002,0.026,0.014,0.026
'0:16.265',-0.044,0.030,-0.002,0.014,-0.001,0.003
'0:16.266',-0.047,0.053,-0.004,0.005,-0.013,-0.017
'0:16.267',-0.047,0.074,-0.005,-0.004,-0.022,-0.033
'0:16.268',-0.044,0.087,-0.005,-0.009,-0.027,-0.042
'0:16.269',-0.046,0.094,-0.006,-0.010,-0.027,-0.044
'0:16.270',-0.046,0.092,-0.006,-0.007,-0.023,-0.039
'0:16.271',-0.044,0.081,-0.006,0.000,-0.015,-0.026
'0:16.272',-0.050,0.065,-0.006,0.010,-0.003,-0.008
'0:16.273',-0.057,0.043,-0.005,0.022,0.011,0.015
'0:16.274',-0.054,0.016,-0.005,0.036,0.026,0.039
'0:16.275',-0.056,-0.011,-0.005,0.048,0.040,0.060
'0:16.276',-0.065,-0.035,-0.005,0.060,0.051,0.079
'0:16.277',-0.067,-0.056,-0.005,0.069,0.059,0.092
'0:16.278',-0.067,-0.070,-0.005,0.074,0.064,0.098
'0:16.279',-0.069,-0.077,-0.005,0.075,0.062,0.097
'0:16.280',-0.070,-0.076,-0.006,0.071,0.058,0.089
'0:16.281',-0.076,-0.067,-0.007,0.063,0.048,0.074
'0:16.282',-0.078,-0.051,-0.009,0.052,0.037,0.056
'0:16.283',-0.077,-0.030,-0.011,0.038,0.023,0.038
'0:16.284',-0.082,-0.006,-0.014,0.024,0.008,0.019
'0:16.285',-0.083,0.019,-0.017,0.009,-0.005,0.003
'0:16.286',-0.081,0.041,-0.019,-0.004,-0.016,-0.009
'0:16.287',-0.090,0.059,-0.022,-0.014,-0.025,-0.016
'0:16.288',-0.100,0.071,-0.023,-0.021,-0.029,-0.019
'0:16.289',-0.105,0.074,-0.024,-0.025,-0.031,-0.019
'0:16.290',-0.105,0.071,-0.025,-0.022,-0.027,-0.013
'0:16.291',-0.098,0.059,-0.024,-0.017,-0.019,-0.004
'0:16.292',-0.097,0.041,-0.023,-0.008,-0.009,0.010
'0:16.293',-0.102,0.019,-0.023,0.003,0.005,0.028
'0:16.294',-0.101,-0.008,-0.023,0.014,0.019,0.047
'0:16.295',-0.095,-0.035,-0.022,0.026,0.031,0.066
'0:16.296',-0.095,-0.059,-0.023,0.037,0.042,0.084
'0:16.297',-0.093,-0.080,-0.023,0.046,0.051,0.096
'0:16.298',-0.092,-0.093,-0.023,0.051,0.053,0.102
'0:16.299',-0.090,-0.100,-0.023,0.054,0.052,0.100
'0:16.300',-0.089,-0.096,-0.023,0.051,0.046,0.091
'0:16.301',-0.087,-0.085,-0.023,0.047,0.037,0.073
'0:16.302',-0.082,-0.065,-0.022,0.038,0.025,0.051
'0:16.303',-0.080,-0.041,-0.022,0.029,0.010,0.026
'0:16.304',-0.083,-0.012,-0.021,0.017,-0.005,0.002
'0:16.305',-0.082,0.017,-0.021,0.006,-0.018,-0.019
'0:16.306',-0.073,0.044,-0.021,-0.005,-0.029,-0.035
'0:16.307',-0.063,0.065,-0.021,-0.012,-0.036,-0.042
'0:16.308',-0.066,0.079,-0.021,-0.017,-0.039,-0.043
'0:16.309',-0.079,0.084,-0.021,-0.018,-0.039,-0.038
